Ticker,CIK
evtc,1559865
alks,1520262
bbby,886158
tgna,39899
nwe,73088
sfrgy,1571549
rvmd,1628171
aeo,919012
wkhs,1425287
pcrx,1396814
xec,1168054
pgny,1551306
aimc,1374535
carg,1494259
afya,1771007
umbf,101382
bipc,1788348
usm,821130
bnr,1792267
pre-pf,911421
cmc,22444
sina,1094005
vnet,1508475
nuva,1142596
azihy,1533475
hmsy,1196501
sfm,1575515
vg,1272830
tjbh,1499785
apg,1796209
cwk,1628369
agio,1439222
jjsf,785956
bbu,1654795
pcvx,1649094
osb,877365
dcp,1338065
apls,1492422
bb,1070235
opch,1014739
wtm,776867
jgccy,1446662
nni,1258602
scl,94049
pk,1617406
aeis,927003
fcfs,840489
r,85961
ful,39368
ktos,1069258
abm,771497
ninoy,1446588
nova,1772695
mmsi,856982
cno,1224608
sats,1415404
tph,1561680
pdco,891024
step,1796022
be,1664703
bnl,1424182
pvg,1508844
igt,1619762
wor,108516
trn,99780
pjt,1626115
unit,1620280
ehth,1333493
csod,1401680
wcc,929008
nsa,1618563
ps,1725579
vsh,103730
huskf,49279
manu,1549107
fnma,310522
adct,1771910
cvbf,354647
mtsi,1493594
tdc,816761
ccu,888746
gatx,40211
livn,1639691
fn,1408710
dq,1477641
focs,1651052
bco,78890
aple,1418121
ths,1320695
ava,104918
wri,828916
msloy,1447112
fnb,37808
mic,1289790
vsat,797721
mgee,1161728
exls,1297989
exg,1379438
cnmd,816956
ago,1273813
urbn,912615
mcy,64996
coty,1024305
prmw,884713
stl,1070154
gbdc,1476765
ngvt,1653477
atco,1794846
coke,317540
irbt,1159167
dpuky,1526593
upwk,1627475
hi,1417398
www,110471
becn,1124941
twou,1459417
fhi,1056288
csiq,1375877
igms,1496323
ptve,1527508
arnc,1790982
shen,354963
pacb,1299130
aimt,1631650
stra,1013934
regi,1463258
cbt,16040
ads,1101215
silk,1397702
pd,1568100
kex,56047
arce,1740594
ait,109563
out,1579877
aa,1675149
xncr,1326732
cwt,1035201
bku,1504008
bxs,1299939
ovv,1792580
sumo,1643269
sdipf,1562040
aca,1739445
anioy,1438557
coop,933136
veon,1468091
nuv,812801
cnx,1070412
rock,912562
onb,707179
ese,866706
gkos,1192448
fibk,860413
brc,746598
tco,890319
tuify,1342875
gsh,1012139
cmp,1227654
ag,1308648
kw,1408100
krtx,1771917
stay,1581164
utz,1739566
spxc,88205
pacw,1102112
smpl,1702744
sabr,1597033
jks,1481513
swtx,1773427
mog-a,67887
ppbi,1028918
cpa,1345105
fmtx,1538927
oln,74303
iijiy,1090633
brp,1781755
csq,1275214
tcp,1075607
rhp,1040829
abg,1144980
plxs,785786
boh,46195
utf,1275617
tds,1051512
bstz,1768666
taro,906338
rrr,1653653
ibtx,1564618
navg,793547
mtls,1091223
jwn,72333
cmpr,1262976
psmt,1041803
sun,1552275
cdna,1217234
qntqy,1350865
ghc,104889
asb,7789
sum,1621563
hrmy,1802665
gt,42582
gnw,1276520
nsit,932696
itci,1567514
rcm,1472595
cent,887733
kar,1395942
dan,26780
vc,1111335
ahco,1725255
tkcm,1683252
cort,1088856
zyme,1403752
bcat,1809541
cdlx,1666071
mc,1596967
tr,98677
car,723612
fsk,1422183
cytk,1061983
wetg,1784970
spr,1364885
cim,1409493
form,1039399
main,1396440
adnt,1670541
ggal,1114700
sfbs,1430723
ino,1055726
fhb,36377
comm,1517228
spt,1517375
eprt,1728951
gbtc,1588489
sji,91928
jack,807882
mgln,19411
eat,703351
gef,43920
fix,1035983
tsem,928876
bmi,9092
bndsy,1438556
or,1627272
alvr,1754068
amrn,897448
ely,837465
vcyt,1384101
fcpt,1650132
accd,1481646
itgr,1114483
anat,1801075
psec,1287032
ego,918608
enbl,1591763
sstk,1549346
sah,1043509
rusha,1012019
cit,1171825
isbc,1594012
med,910329
aozoy,1383906
eaf,931148
cvlt,1169561
cyrx,1124524
epay,1073349
meoh,886977
esrt,1541401
algt,1362468
axnx,1603756
hth,1265131
b,9984
iba,1044896
uehpy,1364276
mlhr,66382
lgf-a,929351
hgv,1674168
epr,1045450
rog,84748
wgo,107687
auph,1600620
m,794367
flow,1641991
aub,883948
inst,1355754
htht,1483994
mtx,891014
bdn,790816
dy,67215
caty,861842
cde,215466
gpi,1031203
vne,1733186
fit,1447599
oi,812074
praa,1185348
hubg,940942
iag,1203464
calm,16160
eurn,1604481
cogny,1584943
amba,1280263
qfin,1741530
akca,1662524
crsr,1743759
cioxy,1483379
yext,1614178
wdgjf,904325
big,768835
sanm,897723
mdgl,1157601
crnc,1768267
esba,1553079
sfnc,90498
jps,1176433
jw-a,107140
oibr-c,1160846
om,1484612
cron,1656472
pbh,1295947
fss,277509
hwc,750577
wd,1497770
cub,26076
matx,3453
bgs,1278027
cmd,19446
colb,887343
edit,1650664
dea,1622194
pdm,1042776
rrc,315852
bposy,1588966
msc,1713334
tcbi,1077428
ctre,1590717
idcc,1405495
fbc,1033012
indb,776901
ctb,24491
adx,2230
bma,1347426
omab,1378239
prgs,876167
lila,1712184
rpay,1720592
nnox,1795251
rcii,933036
sjw,766829
sho,1295810
nmih,1547903
cydy,1175680
atrc,1323885
dqws,1652561
navi,1593538
jag,1685715
iboc,315709
btt,1528437
bcnay,1445168
wre,104894
kura,1422143
mtor,1113256
flws,1084869
vie,1734517
zeal,1674988
sono,1314727
abcb,351569
x,1163302
mxl,1288469
niu,1744781
peb,1474098
tac,1144800
cvco,278166
aaww,1135185
six,701374
chx,1723089
ntct,1078075
pmt,1464423
amrc,1488139
hcsg,731012
rvnc,1479290
shoo,913241
qure,1590560
noah,1499543
nstg,1401708
fwrd,912728
ain,819793
msge,1795250
wafd,936528
ety,1340736
ymab,1722964
tex,97216
mwa,1350593
jehly,867536
orryy,1641431
ako-a,925261
twnk,1644406
dsl,1566388
kfy,56679
eght,1023731
pgre,1605607
lthm,1742924
oflx,1317945
vrrm,1682745
avns,1606498
bcc,1328581
fuway,1090454
sand,1434614
utg,1263994
fult,700564
mag,1230992
sky,90896
celh,1341766
trq,1158041
wll,1255474
lgnd,886163
iosp,1054905
amk,1591587
lysdy,1444327
seas,1564902
maxr,1121142
mli,89439
eva,1592057
vtkly,913744
gcp,1644440
save,1498710
mmyt,1495153
crvl,874866
htld,799233
skyw,793733
spns,885740
pdi,1510599
egfey,1437178
usna,896264
epc,1096752
wsbc,203596
lung,1127537
ucbi,857855
atsg,894081
hp,46765
fun,811532
patk,76605
vitl,1579733
fkkfy,1563176
yelp,1345016
rmbs,917273
crtx,1662774
omi,75252
vgr,59440
swn,7332
aat,1500217
adus,1468328
whd,1699136
ottr,1466593
cffn,1490906
mythy,1437470
rqi,1157842
azre,1633438
avav,1368622
ahl-pc,1267395
beat,1574774
bkuh,1440153
kro,1257640
mgrc,752714
lzb,57131
aledy,1508668
pslv,1494728
prld,1678660
onto,704532
nvmi,1109345
snbr,827187
csii,1180145
aflyy,1110452
ax,1299709
vrtu,1207074
irwd,1446847
hni,48287
ufs,1381531
gnl,1526113
wabc,311094
wsfs,828944
ftai,1590364
azul,1432364
ktb,1760965
avya,1418100
sitc,894315
ww,105319
md,893949
mik,1593936
pmvp,1699382
rezi,1740332
amwd,794619
evt,1253327
bbn,1493683
ypf,904851
rlj,1511337
ccs,1576940
prft,1085869
pqg,1708035
rnst,715072
thrm,903129
dbc,1328237
int,789460
yduqy,1519821
cgen,1119774
avsfy,1454176
drna,1399529
apha,1733418
ilpt,1717307
frhc,924805
trmk,36146
lac,1440972
two,1465740
bdc,913142
blmn,1546417
ghg,1724755
mstr,1050446
klic,56978
joe,745308
hmn,850141
mnro,876427
prk,805676
meso,1345099
osis,1039065
hcat,1636422
tril,1616212
ccxx,1793229
banf,760498
pro,1392972
flidy,1433087
sitm,1451809
mrtn,799167
mgnx,1125345
ltc,887905
syke,1010612
smci,1375365
zntl,1725160
real,1573221
icpt,1270073
kn,1587523
ari,1467760
cmps,1816590
gbio,1733294
sbgi,912752
cpk,19745
jrvr,1620459
csgs,1005757
nwn,1733998
rckt,1281895
pytcy,1492073
bdj,1332283
egov,1065332
clny,1679688
sgmo,1001233
pipr,1230245
prpl,1643953
mnr,67625
svc,945394
geo,923796
acmr,1680062
slp,1023459
gb,1799983
flr,1124198
hrtx,818033
mgy,1698990
htgc,1280784
frme,712534
mur,717423
bv,1734713
mdrx,1124804
lfugf,1448591
brmk,1784797
kncay,1447125
hep,1283140
cake,887596
adldy,1641427
clbk,1723596
fro,913290
wmk,105418
gab,794685
evv,1222922
pam,1469395
ken,1611005
rvt,804116
alg,897077
hyt,1222401
mlab,724004
forty,1045986
sg,1744894
abr,1253986
prsc,1220754
gtn,43196
fbp,1057706
roic,1407623
fmbi,702325
itcb,1276671
hlg,1596964
ipoc,1801170
atge,730464
hri,1364479
sy,1758530
rpai,1222840
svm,1340677
ngd,800166
adap,1621227
fpf,1567569
simo,1329394
gluu,1366246
btz,1379384
nrc,70487
myov,1679082
scs,1050825
otrk,1136174
usa,799195
core,1318084
cxp,1252849
mho,799292
kai,886346
bsm,1621434
vsto,1616318
cvi,1376139
cbz,944148
alxo,1810182
ffbc,708955
fbk,1649749
aste,792987
vsta,1792829
alx,3499
sa,1231346
ttgt,1293282
mfa,1055160
stc,94344
cade,1614184
etv,1322436
xper,1803696
fmcc,1026214
mrsn,1442836
ipar,822663
kymr,1815442
ecpg,1084961
ntb,1653242
aifly,1065199
nwbi,1471265
tlnd,1668105
rlgy,1398987
ffg,1012771
inmd,1742692
hlio,1024795
pdce,77877
hhr,1721181
codi,1345126
ttmi,1116942
epzm,1571498
ati,1018963
chrs,1512762
dkl,1552797
lmnx,1033905
amcx,1514991
argo,1091748
ue,1611547
sgry,1638833
banr,946673
vnom,1602065
ismay,1438655
modn,1118417
rvlv,1746618
ntla,1652130
dniyy,1487739
htlf,920112
arct,1768224
upld,1505155
npo,1164863
cvgw,1133470
nbtb,790359
trox,1530804
calx,1406666
fxcny,1164009
lx,1708259
rcus,1724521
ebon,1799290
fsm,1341335
hsc,45876
icfi,1362004
enlc,1592000
ns,1110805
lob,1462120
zuo,1423774
beam,1745999
lrn,1157408
bxmx,1298699
vctr,1570827
eab,7323
pagp,1581990
cswi,1624794
infn,1138639
cstm,1563411
stok,1623526
ngm,1426332
sasr,824410
gff,50725
silv,1659520
crncy,909531
phr,1412408
bdtx,1701541
tslx,1508655
odp,800240
bita,1499781
hbm,1322422
home,1646228
cli,924901
etg,1270523
mbuu,1590976
atnx,1300699
chct,1631569
bke,885245
epac,6955
atri,701288
smmt,1599298
kamn,54381
irt,1466085
atgsy,1437541
lkfn,721994
vrts,883237
cvtv,1639234
rgr,95029
nfj,1260563
mmi,1578732
rdwr,1094366
amsf,1018979
usph,885978
rna,1599901
crk,23194
prrfy,1446252
tbio,1693415
mfgp,1359711
faro,917491
gol,1291733
cnst,1434418
mac,912242
supn,1356576
qtrx,1503274
dlx,27996
tnc,97134
atkr,1666138
linx,1770883
gty,1052752
fdp,1047340
mtrn,1104657
amti,1801777
cetv,925645
togl,1378125
msex,66004
tpic,1455684
cnxn,1050377
mei,65270
kpti,1503802
opra,1737450
frg,1528930
domo,1505952
nxrt,1620393
sbh,1368458
btai,1720893
bsig,1748824
gms,1600438
qiwi,1561566
lbrt,1694028
nrix,1549595
gbx,923120
cccc,1662579
impjy,1437538
trs,842633
smp,93389
best,1709505
knsa,1730430
ntgr,1122904
pgti,1354327
bpxxy,1567024
loma,1711375
lnn,836157
rmax,1581091
inva,1080014
feac,1801661
ecol,1783400
bst,1616678
sbcf,730708
ever,1640428
audc,1086434
annx,1528115
bpmp,1708301
tse,1519061
flgt,1674930
foe,35214
uvv,102037
rgnx,1590877
drh,1298946
sig,832988
pntg,1766400
cstl,1447362
nktx,1787400
kaiky,1447126
advm,1501756
nfh,1737422
cnr,883902
cva,225648
cers,1020214
akro,1744659
lkncy,1767582
tup,1008654
tlsrp,320121
evop,1704596
gth,1782594
saft,1172052
atra,1604464
plus,1022408
mtdr,1520006
labl,819220
sim,887153
rtrx,1438533
xhr,1616000
acel,1698991
ulnv,1605810
opi,1456772
sph,1005210
drd,1023512
krg,1286043
snex,913760
swm,1000623
repl,1737953
bif,102426
kref,1631596
qqqx,1608741
usac,1522727
wdr,1052100
rptx,1808158
nymt,1273685
zgnx,1375151
wire,850460
mygn,899923
cnk,1385280
elf,1600033
rnp,1224450
fax,790500
evh,1628908
osur,1116463
espr,1434868
hope,1128361
spaq,1720990
nhc,1047335
rytm,1649904
anf,1018840
rtlr,1748773
insg,1022652
gnmk,1487371
vcra,1129260
pbi,78814
road,1718227
trhc,1651561
bgcp,1094831
tbph,1583107
ltmaq,1047716
brog,1774983
arvn,1655759
swbi,1092796
petq,1668673
cxw,1070985
wbt,1650962
amph,1297184
nmfc,1496099
ssp,832428
scwx,1468666
din,49754
yala,1794350
chco,726854
ipob,1801169
enta,1177648
ffc,1174164
sfl,1289877
eim,1176984
zlab,1704292
hurn,1289848
cls,1030894
vcel,887359
kids,1425450
azz,8947
akr,899629
eos,1308335
vbtx,1501570
etw,1322435
unfi,1020859
catm,1671013
egbn,1050441
hska,1038133
blfs,834365
tgp,1308106
ccf,830524
eb,1475115
uryl,1652842
buse,314489
crs,17843
ceqp,1136352
uctt,1275014
phat,1783183
mgni,1595974
eig,1379041
pae,1720821
myi,883412
dht,1331284
krys,1711279
lnth,1521036
ospn,1044777
prim,1361538
ladr,1577670
hqh,805267
awf,906013
gsah,1809987
arqt,1787306
star,1095651
hcc,1691303
rwt,930236
jout,788329
qnst,1117297
kalu,811596
fanh,1413855
rmr,1644378
for,1406587
ceva,1173489
dk,1694426
jws,1800682
nxgn,708818
boot,1610250
ccx,1774675
tbk,1539638
jpc,1216583
syx,945114
tmp,1005817
ges,912463
ocfc,1004702
dds,28917
gogo,1537054
seznl,1662991
jbss,880117
chy,1222719
iret,798359
gva,861459
goss,1728117
oec,1609804
szgpy,1450344
clm,814083
aroc,1389050
drq,1042893
alp-pq,3153
den,945764
grbk,1373670
nexa,1713930
dyn,1818794
lasr,1124796
pfs,1178970
arco,1508478
alec,1653087
prdo,1046568
avo,1802974
endp,1593034
nbhc,1475841
gsky,1712923
gam,40417
alex,1545654
nk,1326110
dhc,1075415
bhk,1160864
arcb,894405
sii,1512920
nmrk,1690680
sbsi,705432
erj,1355444
qada,1036188
aod,1379400
nvgi,1500122
mobl,1470099
frta,1678463
hees,1339605
srce,34782
jqc,1227476
mcri,907242
prvb,1695357
grc,42682
sybt,835324
brray,1381202
eigi,1237746
brbr,1772016
cmco,1005229
fcf,712537
pra,1127703
morf,1679363
ar,1433270
rdnt,790526
dphc,1759546
trwh,1747079
tgh,1413159
wrld,108385
alpc,1616736
uht,798783
hibb,1017480
itos,1808865
hmi,1720446
atni,879585
chi,1171471
ac,1642122
grvy,1313310
new,1726189
imkta,50493
plow,1287213
bedu,1696355
cmre,1503584
rapt,1673772
iiiv,1728688
sxi,310354
pack,1712463
sohu,1734107
ravn,82166
cang,1725123
acls,1113232
ptgx,1377121
vivo,794172
vlrs,1520504
psnl,1527753
tig,1801754
tcbk,356171
imgn,855654
grwg,1604868
srg,1628063
emd,1227862
tcx,909494
vxrt,72444
swdhy,1531006
thq,1604522
cbb,716133
plrx,1746473
gof,1380936
cohu,21535
crto,1576427
efsc,1025835
aio,1778114
afib,1522860
gabc,714395
stba,719220
gwb,1613665
bhe,863436
nblx,1647513
cet,18748
schl,866729
agen,1098972
clls,1627281
pbf,1534504
oxm,75288
kfrc,930420
cts,26058
ahh,1569187
glng,1207179
tvty,704415
matw,63296
ptnr,1096691
gpro,1500435
hutcy,1461402
tdf,919893
evri,1318568
cyd,932695
sblk,1386716
xpel,1767258
tcmd,1027838
nvee,1532961
rst,1351285
quot,1115128
vapo,1253176
mdxg,1376339
zumz,1318008
play,1525769
bpyu,1496048
ra,1655099
echo,1426945
kros,1664710
iesc,1048268
cash,907471
vtol,1525221
igr,1268884
cdxs,1200375
crzo,1040593
imos,1123134
gim,828803
axl,1062231
fbm,1688941
afin,1568162
coll,1267565
shyf,743238
oric,1796280
spwh,1132105
tlry,1731348
pgen,1356090
brkl,1049782
nwli,1635984
wnc,879526
one,1722380
pahc,1069899
tsha,1806310
pdfs,1120914
mgpi,835011
fph,1574197
giii,821002
htd,1260041
ssys,1517396
hfwa,1046025
hud,1714368
cndt,1677703
kdmn,1557142
tcrr,1750019
pets,1040130
ofg,1030469
arch,1037676
camt,1109138
agm,845877
tpre,1576018
holi,1357450
mgic,876779
iim,885601
kelya,55135
clnc,1717547
cry,784199
agx,100591
cii,1278895
slrc,1418076
par,708821
wlkp,1604665
wiw,1267902
clb,1000229
akus,1722271
ocsl,1414932
air,1750
itpof,880224
imtx,1809196
krny,1617242
uis,746838
kodk,31235
nie,1383441
stkl,351834
pasg,1787297
freq,1703647
hy,1173514
dnk,1785154
vbiv,764195
wina,908315
ten,1024725
ll,1396033
hmst,1518715
ebix,814549
ldp,1548717
yumm,1073748
plab,810136
trtx,1630472
sibn,1459839
llnw,1391127
gsg,1332174
albo,1322505
rily,1464790
bcsf,1655050
np,1296435
myrg,700923
omer,1285819
bjri,1013488
dbd,28823
cpac,1221029
vkq,877463
stng,1483934
mmx,1773250
tgs,931427
pi,1114995
ingn,1294133
hstm,1095565
tigr,1756699
inbx,1739614
gmre,1533615
sndx,1395937
ande,821026
cldx,744218
ppr,826020
amrs,1365916
imax,921582
treb,1805833
iqi,885125
grsv,1816816
cpg,1545851
clw,1441236
knl,1011570
gldd,1372020
kra,1321646
lmat,1158895
denn,852772
nxe,1698535
cara,1346830
zyxi,846475
ameh,1083446
hpk,1792849
bcrx,882796
tpc,77543
bfs,907254
fbnc,811589
pfc,946647
ambc,874501
cenx,949157
sgsvf,1398832
fldm,1162194
jmia,1756708
boe,1320375
forr,1023313
arr,1428205
hio,910068
grpn,1490281
nx,1423221
ctagy,1450009
sppi,831547
qk,1769256
scu,1403256
bwmx,1788257
myd,879361
glt,41719
arzty,1423210
vslax,853180
autl,1730463
ofix,884624
hfro,1710680
ruprf,1010000
cepu,1717161
hngr,722723
fgroy,1438926
rlmd,1553643
rc,1527590
hgen,1293310
pdt,855886
crmt,799850
etj,1395325
ffwm,1413837
odt,1717452
ckh,859598
gsbd,1572694
gern,886744
bfk,1137393
ncbs,1174850
calt,1795579
iclk,1697818
res,742278
gme,1326380
fvac,1801368
gel,1022321
nbb,1478888
amrx,1723128
good,1234006
meg,1643615
cel,1385145
ntus,878526
cnob,712771
stfc,874977
ddd,910638
osw,1758488
skt,899715
axdx,727207
atex,1304492
nwbo,1072379
cars,1683606
sptn,877422
utl,755001
mdp,65011
mbin,1629019
apog,6845
fmci,1741231
himx,1342338
bit,1562818
qtt,1733298
ha,1172222
umh,752642
nak,1164771
nls,1078207
cass,708781
mpx,1129155
wtre,1601669
sgh,1616533
pcpl,1800347
capl,1538849
rbbn,1708055
duo,1750593
seii,819926
ulh,1308208
agys,78749
ebsb,1600125
loco,1606366
lorl,1006269
veco,103145
oyst,1720725
tpb,1290677
acco,712034
eoi,1300391
tbi,768899
gogl,1029145
mmd,1518557
nesr,1698514
hbia,732417
cyh,1108109
hzo,1057060
muc,1051004
ihc,701869
tcpc,1370755
npk,80172
ziop,1107421
xbit,1626878
ccd,1602584
isee,1410939
ainv,1278752
fmcb,1085913
gpre,1309402
aeri,1337553
rbcaa,921557
fubo,1484769
ggn,1313510
ihrt,1400891
rdus,1428522
apre,1781983
finv,1691445
cpaa,1776661
cir,1091883
lca,1768012
plya,1692412
bq,1815021
mvf,835948
sri,1043337
bgy,1393299
acb,1683541
yi,1738906
yorw,108985
wash,737468
chef,1517175
inn,1497645
loop,1504678
TRUE,1327318
asmb,1426800
xent,1271214
agro,1499505
egrx,827871
kyn,1293613
banc,1169770
qtnt,1596946
cmo,766701
resi,1555039
usat,896429
mtem,1183765
hlit,851310
nat,1000177
imxi,1683695
dnow,1599617
vnda,1347178
efc,1411342
siga,1010086
bgb,1546429
ghy,1554697
frln,1810031
mitk,807863
ckdxy,1519995
obnk,1516912
schn,912603
hix,1058239
bbar,913059
vsbc,1697884
mui,1232860
bcx,1506289
tbbk,1295401
crnx,1658247
mdrpf,1526243
gmhi,1758057
cvm,725363
clct,1089143
ctbi,350852
gsbc,854560
pstx,1661460
exk,1277866
srdx,924717
bhlb,1108134
coe,1659494
pbfx,1582568
ngl,1504461
fixx,1661998
bmtc,802681
enva,1529864
nsrpf,1536674
nltx,1404644
dfp,1559991
peix,778164
mnrl,1745797
plt,914025
nfbk,1493225
ghiv,1783398
tg,850429
rad,84129
blw,1233681
revg,1687221
scsc,918965
ocul,1393434
prts,1378950
lbai,846901
ueic,101984
bcel,1532346
mgtx,1735438
yin,1661125
uscr,1073429
gan,1799332
mmu,886043
msgn,1469372
cbay,1042074
ichr,1652535
bcli,1137883
trst,357301
ivr,1437071
trmd,1655891
atha,1620463
etnb,1785173
ufcs,101199
adtn,926282
avro,1681087
leo,818972
apto,882361
abtx,1642081
ff,1337298
hps,1215913
maxn,1796898
uslm,82020
radi,1810739
anik,898437
clne,1368265
flxn,1419600
mfl,1045126
jpi,1547994
cgbd,1544206
clvs,1466301
hwkn,46250
myn,882150
pfbc,1492165
extr,1078271
evn,1074540
gsat,1366868
boom,34067
hone,1769617
mqy,890196
talo,1724965
fbrx,1419041
jhb,1647933
hpi,1176199
wetf,880631
bme,1314966
hyac,1771908
aten,1580808
ardx,1437402
mua,901243
pros,1634038
trvg,1683825
diax,1608742
pten,889900
dvax,1029142
pthiy,1520253
blx,890541
vrex,1681622
scvl,895447
mca,888410
mye,69488
bkd,1332349
cfb,1458412
aplt,1697532
nvgs,1581804
rig,1451505
cai,1388430
tshmy,1503526
bpfh,821127
chw,1396277
avk,1219120
mx,1325702
mirm,1759425
atrs,1016169
bcor,1068875
cco,1334978
axgn,805928
vray,1597313
cue,1645460
fbms,947559
gss,903571
eft,1288992
jfr,1276533
igd,1285890
erii,1421517
iva,1756594
fusn,1805890
cac,750686
advv,1698519
mitfy,1515160
gprk,1464591
fsd,1494530
wow,1701051
rpt,842183
tcda,1595585
dsu,1051003
gthx,1560241
trvn,1429560
cown,1466538
kop,1315257
amswa,713425
ppt,827773
dgii,854775
desp,1703141
by,1702750
isd,1534880
hbnc,706129
glp,1323468
inzy,1693011
lbc,1475348
srrk,1727196
ebf,33002
ntst,1798100
bfc,1746109
gts,1171662
clar,913277
egan,1066194
caf,1368493
wism,1756640
vvi,884219
sva,1084201
crf,33934
uve,891166
thff,714562
alt,1326190
aegn,353020
omn,1090061
dms,1725134
qcrh,906465
dbi,1319947
kos,1509991
wifi,1169988
mux,314203
ead,1210123
ftac,1729756
plce,1041859
fcel,886128
uvsp,102212
hebt,1603993
amc,1411579
ifn,917100
amag,792977
dfin,1669811
apei,1201792
bomn,1494582
gbab,1495825
amyt,1783010
ango,1275187
vec,1601548
co,1467808
biio,1575420
sln,1479615
pko,1412350
pmo,900422
esgc,1532981
usx,923571
urgn,1668243
sp,1059262
dhil,909108
lpg,1596993
fmbh,700565
insw,1679049
bvxv,1611747
jpdyy,1615026
sbr,710752
txmd,25743
plm,866028
tpco,1593195
cdmo,704562
ktf,839533
cmbm,1738177
anab,1370053
efr,1258623
min,826735
bysi,1677940
tcs,1411688
codx,1692415
eh,1759783
mtl,1302362
csv,1016281
ecom,1169652
thbr,1769318
nssc,69633
kala,1479419
erf,1126874
harp,1708493
ircp,1128173
ctt,1341141
nunz,886093
thw,1635977
esta,1688757
love,1701758
merc,1333274
cbtx,1473844
atec,1350653
rfp,1393066
vktx,1607678
rex,744187
kcac,1811414
knop,1564180
tsc,1380846
wuyi,1687065
npacy,1450276
fvti,1626745
gdyn,1743725
rigl,1034842
ehi,1228509
viot,1742770
amot,46129
arlo,1736946
prta,1559053
vygr,1640266
dlth,1649744
sgu,1002590
rnlx,1811115
mrns,1267813
prog,1580063
avd,5981
cnsl,1304421
bzh,915840
hql,884121
wttr,1693256
mhn,1038186
htbk,1053352
pump,1680247
lind,1512499
hvt,216085
wsbf,1569994
bto,925683
bbsi,902791
xene,1582313
le,799288
fra,1259708
gut,1080720
spne,1637761
ruby,1709401
miy,890393
bmrc,1403475
asa,1230869
mmrty,1412481
mnkd,899460
frph,844059
bfz,1137391
syrs,1556263
gpmt,1703644
wve,1631574
muj,1053988
bcei,1509589
arow,717538
orgo,1661181
kbal,55772
awp,1390195
dske,1642453
alta,1636286
trne,1754820
dgica,800457
dba,1383082
imux,1280776
bcov,1313275
huiz,1778982
dpg,1515671
amtb,1734342
strl,874238
plse,1625101
newt,1587987
cpf,701347
pebo,318300
fsp,1031316
cpsi,1169445
dmrc,1438231
hcac,1750153
pbyi,1401667
ara,1498068
bstc,875622
chuy,1524931
swir,1111863
jcap,1622353
dcom,1005409
laws,703604
vet,1293135
gden,1071255
dco,30305
bui,1528988
tile,715787
nhf,1356115
nex,1688476
ortx,1748907
scpl,1760717
oprt,1538716
oxlc,1495222
acam,1759008
mtsc,68709
catc,711772
vhc,1082324
hsii,1066605
wtrh,1653247
afb,1162027
asix,1673985
rtto,1646576
cubi,1488813
aosl,1387467
osmt,1739426
bkt,832327
tnk,1419945
stro,1382101
krp,1657788
hci,1400810
yj,1759614
cmtl,23197
kndi,1316517
fbio,1429260
bdsi,1103021
bbdc,1379785
crd-a,25475
thr,1489096
tmdx,1756262
parr,821483
cal,14707
akba,1517022
hpf,1189740
tffp,1733413
rdhl,1553846
ovid,1636651
cnbka,812348
hlx,866829
igic,1794338
gram,1572621
vhi,59255
orph,1764791
hymc,1718405
athx,1368148
soac,1798562
lsf,1650696
fi,1575828
trc,96869
iiin,764401
rgp,1084765
drrx,1082038
avid,896841
bym,1181187
flic,740663
pzn,1399249
amal,1823608
kmda,1567529
prvl,1714798
ztr,836412
pll,1728205
mbi,814585
idya,1676725
ruth,1324272
arlp,1086600
pmm,844790
wins,1640251
ubp,1029800
bxg,778946
mcft,1638290
ins,320340
oii,73756
sgc,95574
bmtm,1568385
hmlp,1603016
bcyc,1761612
edd,1388141
tgi,1021162
rpla,1763731
ccap,1633336
qh,1781193
ibio,1420720
bdge,846617
tast,809248
cffa,1728041
etb,1308927
bnft,1576169
tlsa,1723069
mrus,1651311
puyi,1750264
cste,1504379
dmlp,1172358
kor,1507964
zixi,855612
dx,826675
tpvg,1580345
qd,1692705
dsm,855887
nev,1469392
ssdt,1673504
meip,1262104
alrs,903419
thcb,1760689
hffg,1680873
eth,896156
mcr,851170
aciu,1651625
lxfr,1096056
olp,712770
axu,1364128
mrc,1439095
nodk,1681206
anip,1023024
mlr,924822
smlr,1554859
cbmg,1378624
mod,67347
alus,1781115
hmtv,1567345
ucl,1775898
vpg,1487952
nink,1567388
rev,887921
tei,909112
casa,1333835
mmt,809173
ello,946394
kldo,1751299
orc,1518621
ble,1176194
mcbs,1747068
hawel,46207
redu,1712178
wia,1254370
blnk,1429764
lc,1409970
ddlx,1643194
srlp,1525287
senea,88948
cdzi,727273
stk,1471420
itrn,1337117
djco,783412
hckt,1057379
ctso,1175151
cldt,1476045
wimi,1770088
snr,1610114
ipldp,52485
caap,1717393
rmt,912147
next,1612720
blbd,1589526
vsec,102752
cprx,1369568
ccbg,726601
coms,1178727
oncr,1671818
kldi,1752474
ssti,1351636
amsc,880807
mgta,1690585
vmd,1729149
jri,1539337
nfin,1776903
gco,18498
men,844172
ccac,1794621
crdf,1213037
legh,1436208
titn,1409171
ldl,60977
pflt,1504619
gnk,1326200
land,1495240
jro,1289213
agmh,1705402
fosl,883569
fcbc,859070
hbt,775215
allt,1365767
cio,1593222
eto,1281926
evi,65312
imra,1672619
myj,884216
hmhc,1580156
hoft,1077688
cnce,1367920
tclry,1080259
pand,1807901
dtil,1357874
ndls,1275158
aef,846676
hexo,1690947
irs,933267
